Register number,Full Name,Father’s Name,Mother’s Name,Email,Phone Number,Date Of Birth,Gender,Aadhar,Batch Year,Degree,Current Status,Company Name,Designation,PG College,Skills,Reviews,LinkedIn Profile,Age,Username,Password
232CHZ02978,Onkar Mannan,Gavin Chaudhry,Mugdha Viswanathan,user2978_vidhikibe@example.net,7688385656,2001-10-16,Other,253198068913,2021,Bachelor of Business Administration,Apprenticeship,Narain-Doctor,Diagnostic radiographer,Not Applicable,"Python, Cybersecurity, Graphic Design",Fantastic research facility with lots of opportunities.,https://linkedin.com/in/user_3581181,25,,
231CST02979,Upma Tara,Chatura Shukla,Chasmum Vala,user2979_gnagar@example.com,4047005118,1993-05-25,Female,325924388528,2016,Master of Computer Applications,Startup Founder,Bhatt-Sem,Startup Founder,Not Applicable,"Blockchain, Cybersecurity, Marketing",Good faculty support making it worth the time.,https://linkedin.com/in/user_7680440,33,,
232ECPS02980,Tanvi Sastry,Tanay Tara,Devika Sachdeva,user2980_sbalasubramanian@example.com,6134506869,1999-03-02,Other,939483282384,2019,Bachelor of Design,Internship,Ratti-Kurian,Animator,Not Applicable,"Agile Methodologies, Spectroscopic Analysis, Wet-Lab Techniques",Excellent faculty support though it was quite rigorous.,https://linkedin.com/in/user_6452674,27,,
231VC02981,Siddharth Agarwal,Ekansh Doctor,Megha Srinivas,user2981_yoshita29@example.org,0969361224,2001-05-18,Other,713499699646,2023,Master of Business Administration,CEO / Executive,Kalita-Char,CEO / Executive,Not Applicable,"Python, Wet-Lab Techniques, Java",Great hands-on training and a great place to grow.,https://linkedin.com/in/user_5657805,25,,
232ECPS02982,Harshil Salvi,Teerth Jani,Pavani Mani,user2982_hayresimon@example.net,8856137951,1998-06-29,Other,841141243548,2017,Bachelor of Engineering,Sabbatical,Not Applicable,Not Applicable,Not Applicable,"Cloud Computing, Power BI, Blockchain",Highly engaging learning experience which helped my career immensely.,https://linkedin.com/in/user_1046873,28,,
212BBAB02983,Jyoti Das,Pratyush Gara,Hema Sankaran,user2983_farhan88@example.org,4365783172,2004-06-20,Female,778535939825,2022,Bachelor of Architecture,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Kumer and Sons University,"Sales, Wet-Lab Techniques, Digital Marketing",Fantastic campus life but could be more modern.,https://linkedin.com/in/user_8349962,22,,
221ECPS02984,Ekalinga Agate,Yatin Sane,Pooja Bala,user2984_janiishwar@example.org,1941454094,1990-12-06,Other,226342105500,2014,Bachelor of Engineering,CEO / Executive,"Dutt, Gaba and Dara",CEO / Executive,Not Applicable,"Organic Synthesis, Spectroscopic Analysis, Cybersecurity",Decent learning experience making it worth the time.,https://linkedin.com/in/user_9035197,36,,
212BTBY02985,Hardik Thakur,Anirudh Setty,Vrishti Kapadia,user2985_utkarsh23@example.org,4041461414,2000-01-01,Male,716753810492,2014,Bachelor of Design,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Menon, Nayak and Patla University","Sales, Cybersecurity, Graphic Design",Good curriculum and a great place to grow.,https://linkedin.com/in/user_4481540,26,,
211CST02986,Kai Batta,Gavin Karan,Eesha Gala,user2986_nachiket21@example.org,6185660576,1991-10-30,Male,096866332347,2023,Bachelor of Social Work,Postdoctoral Researcher,Not Applicable,Student / Scholar,Warrior Ltd University,"C++, Cybersecurity, Digital Marketing",Good peer group with excellent industry exposure.,https://linkedin.com/in/user_3227202,35,,
232ELCS02987,Reva Lall,Oscar Pandey,Vasana Lalla,user2987_shanjagdish@example.com,7580820229,2002-06-07,Female,567279599584,2019,Bachelor of Dental Surgery,Volunteer,Not Applicable,Not Applicable,Not Applicable,"C++, SQL, Java",Decent placement record - highly recommended!,https://linkedin.com/in/user_2841212,24,,
211ECPS02988,Quincy Ravel,Yash Ben,Varenya Mishra,user2988_dayitadas@example.org,3606712457,2004-03-03,Male,162968396725,2016,Bachelor of Education,Startup Founder,"Sood, Nayar and Chaudhry",Startup Founder,Not Applicable,"Communication, SQL, Python",Amazing placement record with lots of opportunities.,https://linkedin.com/in/user_9620114,22,,
212BCADA02989,Ishaan Tata,Hredhaan Date,Divya More,user2989_aarnavrattan@example.com,0255592473,1995-11-20,Other,905277770641,2017,Bachelor of Fine Arts,Remote Worker,Sampath and Sons,Hydrographic surveyor,Not Applicable,"Spectroscopic Analysis, SQL, Communication",Highly engaging peer group but could be more modern.,https://linkedin.com/in/user_4993193,31,,
222BCOMB02990,Warjas Pall,Kiaan Tara,Priya Nori,user2990_owengarg@example.org,4414516313,1993-11-16,Male,444865176850,2023,Bachelor of Business Administration,Postdoctoral Researcher,Not Applicable,Student / Scholar,Bava Group University,"Financial Modeling, Quality Assurance, Blockchain",Decent infrastructure which helped my career immensely.,https://linkedin.com/in/user_7891161,33,,
222BTBY02991,Quincy Gandhi,Isaac Panchal,Bishakha Saini,user2991_udarshmahajan@example.com,1676119531,1994-08-17,Other,302871875304,2024,Master of Technology,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Kunda PLC University,"Communication, Organic Synthesis, Project Management",Decent faculty support with excellent industry exposure.,https://linkedin.com/in/user_1698190,32,,
222ECI02992,Rachana Lanka,Laksh Kala,Bhavika Bath,user2992_samuel68@example.net,7997807971,2001-04-21,Other,299823573498,2018,Bachelor of Architecture,Pursuing Ph.D.,Not Applicable,Student / Scholar,Palan-Dyal University,"Project Management, Wet-Lab Techniques, Quality Assurance",Thorough academic environment making it worth the time.,https://linkedin.com/in/user_6594975,25,,
212PSCE02993,Faqid Kakar,Umang Patil,Kamya Pingle,user2993_warinder85@example.org,4463141811,1999-06-01,Male,228598836308,2021,Bachelor of Medicine and Bachelor of Surgery,Freelancing,Self,Freelancing,Not Applicable,"Machine Learning, Sales, Power BI",Great campus life and a great place to grow.,https://linkedin.com/in/user_0651669,27,,
211BCAA02994,Diya Toor,Fariq Dada,Eshana Chander,user2994_sainiudyati@example.net,5557749888,1997-06-22,Male,806907561009,2019,Bachelor of Business Administration,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Nagi-Kohli University,"Digital Marketing, Wet-Lab Techniques, Cloud Computing",Outstanding research facility with lots of opportunities.,https://linkedin.com/in/user_3187826,29,,
211BCOMC02995,Udyati Batta,Avi Warrior,Hiral Sani,user2995_zmemon@example.org,1065353834,2001-08-07,Male,784611701016,2015,Bachelor of Engineering,Teaching Assistant,"Mukhopadhyay, Chhabra and Dutta",Glass blower/designer,Not Applicable,"Agile Methodologies, Cybersecurity, Power BI",Outstanding academic environment with excellent industry exposure.,https://linkedin.com/in/user_7660801,25,,
222SW02996,Liam Varghese,Hredhaan Sachar,Divya Thaman,user2996_tanayshere@example.com,3538122710,1998-12-12,Female,374190981026,2017,Bachelor of Laws,Postdoctoral Researcher,Not Applicable,Student / Scholar,"Krishna, De and Vasa University","Power BI, Cloud Computing, Sales",Amazing campus life but could be more modern.,https://linkedin.com/in/user_8841024,28,,
231HSO02997,Yamini De,Anay Sant,Sanaya Naidu,user2997_iyerbhanumati@example.org,5906586358,1993-06-07,Male,017270444522,2020,Bachelor of Engineering,Apprenticeship,Singh-D’Alia,Arboriculturist,Not Applicable,"Cloud Computing, SQL, Cybersecurity",Amazing faculty support with lots of opportunities.,https://linkedin.com/in/user_8985119,33,,
221BCMB02998,Balendra Kulkarni,Gagan Sagar,Anika More,user2998_oissac@example.net,6218310994,1999-09-06,Male,716721336712,2023,Master of Science,CEO / Executive,Kulkarni-Pingle,CEO / Executive,Not Applicable,"Digital Marketing, Financial Modeling, Quality Assurance",Incredible curriculum with excellent industry exposure.,https://linkedin.com/in/user_9231821,27,,
212BBAB02999,Guneet Kurian,Peter Tella,Indali Tank,user2999_qarinchana@example.com,9478235956,2003-02-17,Female,205230029562,2018,Bachelor of Fine Arts,Self-Employed,Self,Self-Employed,Not Applicable,"C++, Digital Marketing, Spectroscopic Analysis",Outstanding research facility which helped my career immensely.,https://linkedin.com/in/user_8832975,23,,
231BCMB03000,Devika Korpal,Jeremiah Andra,Idika Bhatia,user3000_arjun25@example.net,3137388318,1999-06-16,Female,233682024617,2025,Bachelor of Dental Surgery,Postdoctoral Researcher,Not Applicable,Student / Scholar,Ramachandran Group University,"Machine Learning, Blockchain, Search Engine Optimization",Amazing campus life making it worth the time.,https://linkedin.com/in/user_1853884,27,,
231ECI03001,Varsha Patel,Nakul Sur,Pooja Balan,user3001_rattarohan@example.com,6538892479,2005-02-02,Male,944745362141,2016,Master of Business Administration,Employed Full-Time,Sule-Dhaliwal,"Librarian, academic",Not Applicable,"Digital Marketing, Organic Synthesis, SQL",Incredible faculty support and a great place to grow.,https://linkedin.com/in/user_7667929,21,,
231BPS03002,Oviya Badami,Pranit Mane,Mugdha Mukhopadhyay,user3002_samakshdyal@example.net,2216450810,1991-07-16,Female,684112303571,2020,Bachelor of Design,Apprenticeship,Das-Vasa,Environmental consultant,Not Applicable,"Agile Methodologies, C++, Blockchain",Good curriculum with lots of opportunities.,https://linkedin.com/in/user_6279226,35,,
221MST03003,Om Wali,Wahab Hari,Radha Iyengar,user3003_xyogi@example.net,9769866360,2004-12-02,Male,915155304690,2016,Bachelor of Laws,Startup Founder,Sharaf Ltd,Startup Founder,Not Applicable,"Search Engine Optimization, Sales, Marketing",Highly engaging research facility making it worth the time.,https://linkedin.com/in/user_7678850,22,,
212PM03004,Chanakya Rai,Naksh Barman,Ekantika Sodhi,user3004_bhattilajita@example.net,8741415943,1991-09-18,Male,642328424030,2020,Bachelor of Education,Startup Founder,"Ram, Chandra and Sachdev",Startup Founder,Not Applicable,"Cybersecurity, Power BI, Digital Marketing",Incredible faculty support but could be more modern.,https://linkedin.com/in/user_8139875,35,,
212BCADA03005,Aachal Hayre,Chatura Venkataraman,Edhitha Wali,user3005_lbehl@example.net,1390964747,1995-11-07,Other,172499717094,2014,Bachelor of Dental Surgery,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Wet-Lab Techniques, Financial Modeling, Organic Synthesis",Thorough hands-on training with lots of opportunities.,https://linkedin.com/in/user_3284011,31,,
221JPY03006,Upadhriti Wali,Yagnesh Nigam,Panini Viswanathan,user3006_prisha67@example.com,8534457582,2004-05-10,Other,515670295542,2013,Master of Technology,Employed Part-Time,Munshi-Kannan,"Investment banker, corporate",Not Applicable,"Sales, Power BI, Communication",Excellent placement record overall a wonderful journey.,https://linkedin.com/in/user_0822601,22,,
212BCADA03007,Lakshmi Amble,Samar Ratta,Odika Ravi,user3007_pbera@example.com,5341567428,1998-09-15,Male,241551987199,2014,Bachelor of Dental Surgery,Startup Founder,Krishna Ltd,Startup Founder,Not Applicable,"Digital Marketing, Cloud Computing, Machine Learning",Fantastic faculty support and very supportive staff.,https://linkedin.com/in/user_2666573,28,,
231EPY03008,Ayushman Srinivas,Darsh Gopal,Omaja Chakraborty,user3008_thomas99@example.com,9595671323,1992-07-03,Male,851498835168,2019,Bachelor of Arts,Postdoctoral Researcher,Not Applicable,Student / Scholar,Naik-Vasa University,"Search Engine Optimization, Cloud Computing, Financial Modeling",Fantastic learning experience and very supportive staff.,https://linkedin.com/in/user_2696927,34,,
221IFA03009,Nikita Basu,Gagan Tak,Rajata Gulati,user3009_peter61@example.org,8466717296,1992-05-08,Male,837823286563,2022,Bachelor of Commerce,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Machine Learning, Blockchain, Wet-Lab Techniques",Great placement record overall a wonderful journey.,https://linkedin.com/in/user_5136125,34,,
221EPY03010,Hamsini Biswas,William Sahni,Dhriti Puri,user3010_indalitalwar@example.com,8684010813,1993-12-31,Male,420222802781,2024,Master of Arts,Freelancing,Self,Freelancing,Not Applicable,"Search Engine Optimization, Blockchain, Machine Learning",Highly engaging research facility with lots of opportunities.,https://linkedin.com/in/user_2369747,33,,
222INPP03011,Veda Tara,Abhimanyu Ganesh,Jagvi Kota,user3011_kala76@example.org,5020851360,2000-05-19,Other,392014534446,2013,Master of Science,Apprenticeship,"Cheema, Pillai and Kadakia","Engineer, communications",Not Applicable,"Marketing, Search Engine Optimization, Python",Good research facility making it worth the time.,https://linkedin.com/in/user_8109029,26,,
211BZ03012,Gaurang Deo,Henry Dewan,Bhavani Bera,user3012_hzacharia@example.org,1549583206,1998-06-28,Female,420316324984,2019,Bachelor of Laws,Career Break,Not Applicable,Not Applicable,Not Applicable,"Java, Spectroscopic Analysis, Search Engine Optimization",Amazing learning experience but could be more modern.,https://linkedin.com/in/user_4961408,28,,
221CHZ03013,Kamya Dhar,Bahadurjit Chaudhuri,Hemani Seth,user3013_gadeurishilla@example.net,8709946579,1996-11-02,Other,171765466863,2015,Bachelor of Architecture,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Pathak, Ramesh and Dhingra University","Project Management, Communication, Wet-Lab Techniques",Incredible placement record though it was quite rigorous.,https://linkedin.com/in/user_8866359,30,,
232JPY03014,Kritika Ahluwalia,Charles Shankar,Hiral Varughese,user3014_baljiwanshroff@example.net,4919880423,1993-08-08,Other,272480535856,2022,Bachelor of Technology,Freelancing,Self,Freelancing,Not Applicable,"Data Analysis, Agile Methodologies, Search Engine Optimization",Outstanding peer group overall a wonderful journey.,https://linkedin.com/in/user_3342536,33,,
211CHZ03015,Dipta Wali,Zaid Venkataraman,Ubika Aurora,user3015_ebose@example.com,5533728093,1994-06-25,Female,941303378836,2015,Bachelor of Arts,Employed Part-Time,Gill-Chadha,Quarry manager,Not Applicable,"Graphic Design, Java, Agile Methodologies",Amazing peer group making it worth the time.,https://linkedin.com/in/user_4686296,32,,
232PM03016,Anjali Saha,Simon Dhar,Pushti Gill,user3016_hiral80@example.org,3731419984,1993-06-07,Male,759373897029,2018,Bachelor of Engineering,Apprenticeship,Kapur Inc,Occupational therapist,Not Applicable,"Sales, Wet-Lab Techniques, Python",Great faculty support and very supportive staff.,https://linkedin.com/in/user_7297944,33,,
212SW03017,Devika Wable,Henry Dube,Isha Swamy,user3017_ukeer@example.org,2001842456,1997-12-19,Other,534918561738,2020,Master of Science,Startup Founder,Dhar-Vala,Startup Founder,Not Applicable,"Python, Project Management, Java",Fantastic academic environment making it worth the time.,https://linkedin.com/in/user_1244298,29,,
231MST03018,Netra Sahota,Aryan Edwin,Neha Andra,user3018_gopalborah@example.org,4851313606,1991-03-22,Female,017011906860,2025,Bachelor of Architecture,Employed Part-Time,Hans-Sibal,Tourism officer,Not Applicable,"Project Management, Search Engine Optimization, Cloud Computing",Fantastic placement record though it was quite rigorous.,https://linkedin.com/in/user_6920683,35,,
232CHBT03019,Garima Dixit,Nicholas Tella,Arya Mandal,user3019_dipta89@example.org,7979760502,1992-09-15,Other,726482117706,2018,Bachelor of Architecture,Freelancing,Self,Freelancing,Not Applicable,"Graphic Design, Java, Digital Marketing",Excellent research facility though it was quite rigorous.,https://linkedin.com/in/user_7650994,34,,
212HSO03020,Agastya Murty,Champak Gole,Zansi Iyengar,user3020_dugarnitara@example.org,4974076650,2003-12-24,Other,875641830352,2024,Master of Technology,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Keer, Bansal and Chada University","Wet-Lab Techniques, Java, Python",Decent infrastructure with lots of opportunities.,https://linkedin.com/in/user_0246947,23,,
221BTBY03021,Ethan Sarin,Rishi Bhatnagar,Radha Pau,user3021_jsampath@example.com,5572290061,1990-10-25,Female,122998767953,2023,Bachelor of Design,Remote Worker,Natarajan and Sons,Human resources officer,Not Applicable,"Digital Marketing, Blockchain, Graphic Design",Decent faculty support which helped my career immensely.,https://linkedin.com/in/user_6931202,36,,
222ECPS03022,Jairaj Chandra,Hitesh Shan,Prisha Sood,user3022_handajanaki@example.com,8897931593,1996-08-25,Other,082412987778,2020,Bachelor of Technology,Career Break,Not Applicable,Not Applicable,Not Applicable,"Project Management, SQL, Search Engine Optimization",Amazing campus life which helped my career immensely.,https://linkedin.com/in/user_1199453,30,,
222BCOMB03023,Amaira Sarin,Christopher Bala,Krishna Gulati,user3023_hitesh69@example.com,0977722709,2004-12-08,Other,946154821821,2021,Bachelor of Dental Surgery,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Narayan, Kashyap and Walia University","Project Management, Blockchain, Cloud Computing",Decent hands-on training making it worth the time.,https://linkedin.com/in/user_5657701,22,,
211ECI03024,Yauvani Grewal,Zayyan Doctor,Yoshita Shetty,user3024_mukhopadhyaysamarth@example.com,3011942206,1999-10-11,Other,368470867724,2024,Bachelor of Pharmacy,Postdoctoral Researcher,Not Applicable,Student / Scholar,"Tata, Chacko and Nazareth University","Cloud Computing, C++, Communication",Excellent academic environment and very supportive staff.,https://linkedin.com/in/user_7491145,27,,
211PSCE03025,Jagat Purohit,Jeremiah Karan,Leela Upadhyay,user3025_nitarasinha@example.com,7908195787,2001-01-04,Male,751905964919,2020,Bachelor of Arts,Pursuing Master’s Degree,Not Applicable,Student / Scholar,Som PLC University,"Graphic Design, Power BI, Organic Synthesis",Excellent infrastructure and a great place to grow.,https://linkedin.com/in/user_1649543,25,,
222BZ03026,Qasim Parikh,Umang Golla,Bhanumati Andra,user3026_laban98@example.org,4093367717,1997-04-27,Other,776241304904,2019,Bachelor of Business Administration,Startup Founder,"Khosla, Virk and Kashyap",Startup Founder,Not Applicable,"Project Management, Power BI, Financial Modeling",Decent curriculum making it worth the time.,https://linkedin.com/in/user_8906265,29,,
212SW03027,Jackson Cheema,Tanay Srivastava,Arya Balan,user3027_deepamadan@example.org,5608468114,1993-06-25,Male,652256820078,2023,Bachelor of Fine Arts,Freelancing,Self,Freelancing,Not Applicable,"Organic Synthesis, Sales, Quality Assurance",Outstanding infrastructure though it was quite rigorous.,https://linkedin.com/in/user_1934532,33,,
222JNOE03028,Vinaya Kalla,Karan Roy,Unnati Khurana,user3028_manenidhi@example.org,7841300307,1998-07-17,Male,054154199492,2016,Master of Technology,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Quality Assurance, Python, Spectroscopic Analysis",Excellent academic environment - highly recommended!,https://linkedin.com/in/user_4928826,28,,
221CST03029,Libni Singhal,Kai Biswas,Ekantika Patla,user3029_hdugar@example.com,5477031802,1991-08-14,Female,462048858274,2022,Bachelor of Technology,Freelancing,Self,Freelancing,Not Applicable,"SQL, Sales, Power BI",Outstanding research facility but could be more modern.,https://linkedin.com/in/user_1464072,35,,
231CHBT03030,Waida Kakar,David Balay,Chaman Rajagopalan,user3030_nlad@example.net,3220124963,2004-06-08,Other,596285447718,2015,Bachelor of Design,Preparing for Competitive Exams,Not Applicable,Student / Scholar,"Majumdar, Shan and Atwal University","Communication, Project Management, Digital Marketing",Thorough curriculum and a great place to grow.,https://linkedin.com/in/user_5181642,22,,
212PSCE03031,Sai Sharaf,David Datta,Yashvi Om,user3031_ekaraj53@example.org,1607811610,1992-09-21,Female,692313872609,2014,Master of Business Administration,CEO / Executive,"Parekh, Bora and Mahal",CEO / Executive,Not Applicable,"Project Management, Organic Synthesis, SQL",Highly engaging infrastructure overall a wonderful journey.,https://linkedin.com/in/user_6672140,34,,
212MCS03032,Unnati Bhandari,Daksh Kaul,Zarna Peri,user3032_cacharya@example.com,5272660632,2003-03-31,Other,746031781844,2014,Bachelor of Arts,CEO / Executive,"Wadhwa, Ramakrishnan and Rao",CEO / Executive,Not Applicable,"Digital Marketing, Cybersecurity, Communication",Outstanding research facility and very supportive staff.,https://linkedin.com/in/user_7987740,23,,
231BCOMB03033,Ridhi Magar,Ronith Raju,Widisha Kari,user3033_pallavi98@example.com,0018607104,1998-12-30,Other,128906937106,2016,Bachelor of Technology,Consultant,"Sood, Sachar and Karan",Chief Operating Officer,Not Applicable,"Sales, Power BI, Digital Marketing",Good curriculum with lots of opportunities.,https://linkedin.com/in/user_7964959,28,,
231MCS03034,Patrick Bora,Manthan Rama,Yashvi Ahluwalia,user3034_apteyochana@example.com,8136053987,1999-12-03,Other,532216956250,2017,Master of Technology,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Sales, Agile Methodologies, Organic Synthesis",Great infrastructure but could be more modern.,https://linkedin.com/in/user_3405012,27,,
221INPP03035,Gunbir Bhatia,Agastya Manne,Triveni Memon,user3035_chandradhruv@example.org,8770249915,1992-03-18,Female,923915349506,2016,Bachelor of Science,Self-Employed,Self,Self-Employed,Not Applicable,"Spectroscopic Analysis, Agile Methodologies, C++",Great faculty support which helped my career immensely.,https://linkedin.com/in/user_0813747,34,,
211JPY03036,Aarna Sabharwal,Champak Sule,Vansha Venkataraman,user3036_lipikajaggi@example.org,8798876582,1992-03-02,Other,621037539320,2019,Bachelor of Fine Arts,Pursuing Ph.D.,Not Applicable,Student / Scholar,Sarma-Divan University,"Quality Assurance, Communication, Marketing",Highly engaging infrastructure and a great place to grow.,https://linkedin.com/in/user_6604889,34,,
221IFA03037,Harsh Wable,Warinder Handa,Upadhriti Chaudhuri,user3037_sethihritik@example.com,5608571269,2004-06-15,Male,070941315783,2014,Master of Science,Teaching Assistant,Bajwa Group,Counsellor,Not Applicable,"Project Management, Marketing, Java",Good peer group but could be more modern.,https://linkedin.com/in/user_5040237,22,,
232BBAA03038,Oeshi Mutti,Dalbir Narayan,Sanaya Tailor,user3038_ghanda@example.net,9622038082,2000-10-05,Female,810772327491,2024,Master of Arts,Seeking Employment,Not Applicable,Not Applicable,Not Applicable,"Organic Synthesis, Sales, Python",Decent infrastructure which helped my career immensely.,https://linkedin.com/in/user_9922505,26,,
232BCOMB03039,Elijah Arora,Gaurav Bobal,Turvi Rege,user3039_chanchal70@example.org,6436070846,1997-07-12,Female,336024596747,2013,Master of Arts,Teaching Assistant,"Malhotra, Banik and Das","Administrator, local government",Not Applicable,"Cybersecurity, Financial Modeling, Cloud Computing",Good infrastructure with lots of opportunities.,https://linkedin.com/in/user_4053696,29,,
211HSO03040,Michael Sunder,Zehaan Chada,Ishanvi Arora,user3040_xsahni@example.org,4667117136,2001-12-07,Male,453819390466,2016,Master of Technology,Pursuing Ph.D.,Not Applicable,Student / Scholar,"Suri, Atwal and Modi University","Quality Assurance, Power BI, Digital Marketing",Great research facility making it worth the time.,https://linkedin.com/in/user_9694062,25,,
231BCOMB03041,Yasti Nagar,Manbir Dhar,Chanchal Patla,user3041_raiekapad@example.org,3583275944,1991-12-07,Female,623287886439,2023,Bachelor of Engineering,Postdoctoral Researcher,Not Applicable,Student / Scholar,"Dani, Sagar and Virk University","SQL, Spectroscopic Analysis, C++",Good research facility with lots of opportunities.,https://linkedin.com/in/user_0668706,35,,
222CHBT03042,Jackson Sahni,Zehaan Vaidya,Nikita Chand,user3042_mohantyxiti@example.net,2171112228,1993-04-18,Female,684724470543,2018,Bachelor of Business Administration,Teaching Assistant,Dara Inc,"Doctor, hospital",Not Applicable,"Blockchain, Search Engine Optimization, Cloud Computing",Amazing academic environment making it worth the time.,https://linkedin.com/in/user_9244551,33,,
221IFA03043,Aachal Ganesan,Ranveer Kulkarni,Vedhika Rajagopalan,user3043_dbehl@example.org,9631366113,1999-10-01,Male,640744661476,2015,Bachelor of Laws,Teaching Assistant,Grover-Chokshi,"Scientist, product/process development",Not Applicable,"Financial Modeling, Quality Assurance, Sales",Thorough infrastructure with excellent industry exposure.,https://linkedin.com/in/user_9965565,27,,
231BBASF03044,Aadhya Dora,Baljiwan Pillay,Pooja Kurian,user3044_xchawla@example.net,7363365364,1996-10-07,Other,079787813568,2024,Bachelor of Medicine and Bachelor of Surgery,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Data Analysis, Search Engine Optimization, Wet-Lab Techniques",Fantastic research facility which helped my career immensely.,https://linkedin.com/in/user_9704415,30,,
212IFA03045,Vamakshi Saran,Mohammed Lala,Bhavika Pathak,user3045_naksh00@example.net,5703193695,1992-02-01,Male,198309487124,2016,Master of Computer Applications,Research Scholar,Not Applicable,Student / Scholar,"Andra, Patla and Tella University","Communication, Project Management, Digital Marketing",Outstanding peer group and a great place to grow.,https://linkedin.com/in/user_6637837,34,,
231BBAA03046,Radhika Krishnamurthy,William Pant,Shivani Chakraborty,user3046_chakradevdoctor@example.net,9415633674,1996-12-27,Male,679040398116,2022,Bachelor of Business Administration,Employed Full-Time,Roy-Ganesan,Dietitian,Not Applicable,"Python, Financial Modeling, Organic Synthesis",Good campus life with lots of opportunities.,https://linkedin.com/in/user_2941465,30,,
211VC03047,Aradhana Kala,Manthan Baria,Omisha Goel,user3047_harinigokhale@example.com,2103826820,1998-09-25,Male,868069436176,2020,Master of Business Administration,Internship,Balan LLC,Surgeon,Not Applicable,"Spectroscopic Analysis, Agile Methodologies, Marketing",Fantastic peer group overall a wonderful journey.,https://linkedin.com/in/user_8422979,28,,
231BBAB03048,Yoshita Mander,Henry Contractor,Lekha Majumdar,user3048_matthew30@example.org,9857355607,1999-03-26,Male,789181295967,2017,Bachelor of Social Work,Remote Worker,Chadha-Bhatt,Armed forces training and education officer,Not Applicable,"Search Engine Optimization, Project Management, Marketing",Thorough research facility making it worth the time.,https://linkedin.com/in/user_8365849,27,,
211HSO03049,Jhalak Kar,Aadi Brahmbhatt,Pushti Varma,user3049_vidhisawhney@example.net,9693579456,2002-06-03,Other,246533357498,2025,Master of Science,Preparing for Competitive Exams,Not Applicable,Student / Scholar,Mittal-Bajwa University,"Communication, Wet-Lab Techniques, C++",Incredible infrastructure - highly recommended!,https://linkedin.com/in/user_0221238,24,,
231CHZ03050,Eshana Kaur,Ronith Karpe,Chaaya Goel,user3050_warhi81@example.net,2970522501,2002-09-29,Male,808624978203,2025,Master of Business Administration,Self-Employed,Self,Self-Employed,Not Applicable,"Sales, Blockchain, Power BI",Great learning experience which helped my career immensely.,https://linkedin.com/in/user_2317501,24,,
232PM03051,Vrinda Banerjee,Matthew Deshpande,Anya Yadav,user3051_ijaya88@example.net,6601020014,1998-07-06,Male,657094539878,2022,Bachelor of Medicine and Bachelor of Surgery,Career Break,Not Applicable,Not Applicable,Not Applicable,"Quality Assurance, Financial Modeling, Machine Learning",Good hands-on training though it was quite rigorous.,https://linkedin.com/in/user_8404262,28,,
211SW03052,Rajata Parsa,Gopal Mallick,Darika Kurian,user3052_phayer@example.org,5952188062,1998-08-14,Other,863993247560,2016,Bachelor of Pharmacy,Consultant,"Sankaran, Kala and Vasa",Sports therapist,Not Applicable,"SQL, Quality Assurance, Data Analysis",Outstanding curriculum and very supportive staff.,https://linkedin.com/in/user_3004159,28,,
221IFA03053,Chavvi Bhakta,Fitan Parekh,Sara Sarna,user3053_parekhkrishna@example.net,2066953423,1997-08-11,Male,103196896848,2020,Bachelor of Fine Arts,Startup Founder,"Acharya, Kaul and Kota",Startup Founder,Not Applicable,"SQL, Financial Modeling, Sales",Incredible faculty support making it worth the time.,https://linkedin.com/in/user_5296594,29,,
232SW03054,Qadim Samra,Girish Swamy,Saanvi Saha,user3054_neha95@example.net,2875545970,1991-06-10,Male,013197972855,2019,Bachelor of Architecture,Apprenticeship,Seshadri Inc,Technical author,Not Applicable,"Agile Methodologies, Graphic Design, Search Engine Optimization",Outstanding infrastructure overall a wonderful journey.,https://linkedin.com/in/user_4834947,35,,
212JNOE03055,Aarush Dalal,Balhaar Dubey,Riya Gokhale,user3055_dinfinn@example.net,5651699298,1990-10-10,Female,285815114373,2017,Bachelor of Arts,Volunteer,Not Applicable,Not Applicable,Not Applicable,"Marketing, Machine Learning, Graphic Design",Excellent research facility overall a wonderful journey.,https://linkedin.com/in/user_2070499,36,,
212IFA03056,Aadhya Chawla,Vedant Sant,Ekiya Golla,user3056_devbatra@example.net,7326883472,2003-02-05,Male,970234533928,2019,Bachelor of Design,Employed Full-Time,Bahri LLC,Physiological scientist,Not Applicable,"Java, Cybersecurity, Data Analysis",Amazing hands-on training - highly recommended!,https://linkedin.com/in/user_2954430,23,,
